Country_Code,Indicator_Name,Indicator_Code,2010,2011,2012,2013,2014,2015
ATG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,,,,
MAC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
ISL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
EST,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
TJK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.25,0.333333333,0.5,1,1,1
BGR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
MDG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002358491,0.002392344,0.002421308,0.00245098,0.00248139,0.002512563
BDI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.035714286,0.035714286,0.035714286,0.035714286,0.035714286,0.037037037
TUR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.25,0.333333333,0.333333333,0.5,0.5,1
JOR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1,0,0,0,0,0
ROM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
KHM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001760563,0.001818182,0.001879699,0.001953125,0.00203252,0.002105263
ZMB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.006024096,0.00625,0.006493506,0.006756757,0.006993007,0.00729927
KAZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
SDN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.00210084,0.002159827,0.002159827,0.002164502,0.002169197,
VCT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
ALB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.333333333,0.333333333,0.5,0.5,0,0
COD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.009009009,0.009174312,0.009345794,0.00952381,0.009615385,0.009803922
CZE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
MRT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002645503,0.002702703,0.002762431,0.002832861,0.002857143,0.002890173
MNE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1,1,1,1,1,1
SOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001890359,0.001904762,,,,
ITA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
MNG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.00877193,0.009090909,0.009345794,0.009615385,0.010416667,0.011363636
IRQ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.1,0.166666667,0.5,0,0,0
DNK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
TON,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
YEM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004484305,0.004524887,0.004545455,,,
SMR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
DZA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.043478261,0.05,0.058823529,0.071428571,0.090909091,0.125
SVN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
MHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.01369863,0.013888889,0.013888889,0.014084507,0.014285714,0.014285714
MAR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.008196721,0.008928571,0.009803922,0.010752688,0.010869565,0.010989011
COM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
COL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.016393443,0.017857143,0.019230769,0.020408163,0.022222222,0.022727273
CYP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
USA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,0,0,0,0
HRV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.25,0.25,0.25,0.25,0.25,0.25
SAU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
FSM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667,0.010416667
SLB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001818182,0.001828154,0.001834862,0.001845018,0.001855288,0.001862197
IMY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
MDA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1,1,1,1,1,1
CUB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.111111111,0.125,0.142857143,0.166666667,0.166666667,0.166666667
CIV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.003521127,0.003571429,0.003636364,0.003690037,0.003745318,0.003787879
COG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.012048193,0.012048193,0.012195122,0.012195122,0.012345679,0.0125
AFG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.006329114,0.006802721,0.007246377,0.007751938,0.0078125,0.007874016
MCO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
CRI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,0.5,1,1,1,1
STP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001785714,0.001831502,0.001838235,0.001841621,0.001845018,0.001848429
CUW,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
ISR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
TMP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.003311258,0.003521127,0.003759398,0.003787879,0.003816794,0.003831418
IRL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
MUS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1,1,1,1,1,1
MEX,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.025641026,0.032258065,0.041666667,0.0625,0.125,0.125
AGO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002747253,0.002881844,0.003039514,0.003215434,0.003257329,0.00330033
DJI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004975124,0.004950495,0.004950495,0.004975124,0.004975124,0.005
CHN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.125,0.125,0.125,0.142857143,0.142857143,0.142857143
EGY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
ADO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
SEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.005464481,0.005780347,0.006097561,0.006493506,0.006896552,0.007352941
ZAF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.017857143,0.019230769,0.020833333,0.022727273,0.024390244,0.027027027
RWA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.038461538,0.041666667,0.045454545,0.05,0.055555556,0.0625
JPN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
CYM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
SVK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
URY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.1,0.125,0.166666667,0.25,0.5,1
NRU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.045454545,0.043478261,0.04,0.038461538,0.038461538,0.038461538
TZA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.008547009,0.008474576,0.008403361,0.008333333,0.008264463,0.008264463
SLV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.020408163,0.023255814,0.026315789,0.03030303,0.035714286,0.035714286
GBR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
IND,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002004008,0.002057613,0.002114165,0.002178649,0.002242152,0.002252252
CAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
NPL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002364066,0.002493766,0.002631579,0.002793296,0.002967359,0.003164557
GNQ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273,0.022727273
MWI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.011111111,0.0125,0.014084507,0.016393443,0.019607843,0.023809524
MYS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.2,0.333333333,0,0,0,0
MAF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
MDV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.142857143,0,0,0,0,0
NAM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001945525,0.001968504,0.001992032,0.002016129,0.002040816,0.002061856
MOZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002309469,0.002375297,0.002444988,0.002518892,0.002525253,0.002531646
JAM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.125,0.125,0.125,0.125,0.125,0.125
MLT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
IRN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.166666667,0.2,0.5,0,0,0
THA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
DMA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
CHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.111111111,0.5,1,1,1,1
VEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.015873016,0.016393443,0.017241379,0.018518519,0.018518519,0.018518519
IDN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004310345,0.004444444,0.00456621,0.004716981,0.004854369,0.004901961
ASM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
MLI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.007633588,0.008064516,0.008547009,0.009174312,0.009803922,0.010526316
WSM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1,1,1,1,1,1
MMR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.01754386,0.019607843,0.022222222,0.022727273,0.022727273,0.022727273
TCD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001517451,0.001531394,0.001547988,0.001547988,0.001550388,0.001552795
TTO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,0.5,0.5,0.5,0.5,0.5
ECU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.014285714,0.015873016,0.018518519,0.022727273,0.025641026,0.025641026
HKG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
CAF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004255319,0.004347826,0.004444444,0.004464286,0.004464286,0.004484305
DOM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.026315789,0.027777778,0.029411765,0.03125,0.033333333,0.035714286
BRN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
TGO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001862197,0.001876173,0.001890359,0.001904762,0.001919386,0.001934236
QAT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
BIH,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GRC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
SWE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GMB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.041666667,0.047619048,0.052631579,0.052631579,0.055555556,0.055555556
KIR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002645503,0.002710027,0.002777778,0.002777778,0.002785515,0.002785515
NOR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
LAO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002923977,0.003174603,0.003460208,0.003816794,0.004237288,0.004291845
BEL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
SUR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.015384615,0.015625,0.015873016,0.015873016,0.015873016,0.015873016
GRL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
LBY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
NER,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.00132626,0.001336898,0.001347709,0.001358696,0.001369863,0.001373626
UKR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,,
ESP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
PNG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.008333333,0.008547009,0.008695652,0.008695652,0.008695652,0.008695652
GAB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.052631579,0.052631579,0.055555556,0.055555556,0.055555556,0.055555556
BHS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,1,0,0,0,0
BWA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.00617284,0.006451613,0.006711409,0.006896552,0.006944444,0.006993007
UGA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.010869565,0.011494253,0.012195122,0.012987013,0.013888889,0.013888889
VUT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579,0.052631579
PRI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143
BLR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GRD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.1,0.1,0.1,0.1,0.1,0.1
PHL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.011235955,0.011627907,0.012048193,0.0125,0.013157895,0.01369863
SGP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
KGZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GIN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.005181347,0.005464481,0.005813953,0.00617284,0.006578947,0.006666667
GNB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004807692,0.005154639,0.005524862,0.005617978,0.005681818,0.005780347
MNP,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,0.5,0.5,0.5,0.5,0.5
BLZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.0625,0.035714286,0.041666667,0.1,0.1,0.1
AUS,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GUY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.25,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333
PRK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
TUV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.022727273,0.022727273,0.023255814,0.023255814,,
BMU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
PAK,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004761905,0.005128205,0.005586592,0.006097561,0.006711409,0.007518797
GHA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004975124,0.005025126,0.005050505,0.005128205,0.005181347,0.005235602
AUT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
LBN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,0.5,0.5,0.5,0.5,0.5
PLW,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
PRT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
DEU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
SLE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004347826,0.004329004,0.004310345,0.004273504,0.004255319,0.004237288
LSO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002747253,0.002816901,0.002890173,0.002967359,0.00304878,0.003076923
BTN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.025641026,0.033333333,0.041666667,0.041666667,0.041666667,0.041666667
BEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.001724138,0.001757469,0.001792115,0.001828154,0.001869159,0.001876173
AZE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,0.5,0.333333333,0.333333333,0.333333333,0.5
GIB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
LKA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.083333333,0.166666667,0.5,0.5,0.5,0.5
POL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
OMN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303,0.03030303
CHE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
LVA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GEO,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091,0.090909091
BOL,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004716981,0.005025126,0.005347594,0.005714286,0.005780347,0.005847953
KOR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
LBR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.002105263,0.00210084,0.00210084,0.002096436,0.002096436,0.00209205
HTI,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004219409,0.004444444,0.004672897,0.004926108,0.005181347,0.005263158
PAN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.021276596,0.022727273,0.023809524,0.025641026,0.027027027,0.029411765
PRY,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.5,1,1,0,0,0
WBG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.333333333,1,0,0,0,0
HND,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.011235955,0.012658228,0.014705882,0.017241379,0.020833333,0.020833333
SYC,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667
BGD,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.019607843,0.027027027,0.041666667,0.083333333,0.083333333,0.083333333
BRB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.1,0.1,0.090909091,0.066666667,0.125,0.125
KWT,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
NGA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.004032258,0.004016064,0.004016064,0.004,0.004,0.003984064
KSV,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
ARE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
LTU,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
SWZ,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.006493506,0.006802721,0.007194245,0.007194245,0.007194245,0.007194245
PYF,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571,0.071428571
FRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
ABW,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.071428571,0.071428571,0.066666667,0.066666667,0.066666667,0.066666667
SRB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,1,1,1,1,1,1
VGB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111,0.111111111
GUM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.25,0.25,0.2,0.2,0.2,0.2
BHR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
GTM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.013888889,0.015151515,0.016949153,0.018867925,0.018867925,0.018867925
SYR,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
UZB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0,0,0,0,0,0
KEN,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.007575758,0.007751938,0.007936508,0.008130081,0.008264463,0.008333333
TKM,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
BRA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.025,0.028571429,0.033333333,0.038461538,0.047619048,0.047619048
PER,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.00990099,0.010989011,0.012345679,0.014084507,0.016393443,0.019230769
KNA,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
LIE,People practicing open defecation (% of population),SH.STA.ODFC.ZS,,,,,,
UKR,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.69,0.67,0.71,0.71,0,0
MEX,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.82,0.82,0.8,0.8,0,0
CUB,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.9,0.88,0.85,0.84,0,0
SAU,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.61,0.61,0.64,0.56,0,0
MLT,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.65,0.69,0.24,0.76,0,0
CHN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.95,0.95,0.95,0.95,0,0
MOZ,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.85,,0.87,0.88,0,0
GIB,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,0,0
LVA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.78,0.77,0.87,0.83,0,0
BLZ,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0,,0.55,0.36,0,0
MDA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.67,0.73,0.76,0.8,0,0
AZE,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.73,0.78,0.83,0.82,0,0
KWT,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.89,0.87,,0.82,0,0
JAM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.36,0.44,0.65,0.77,0,0
IRN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.83,0.84,0.87,0.87,0,0
GNB,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.67,0.69,0.71,0.77,0,0
SWE,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.88,0.87,0.83,0.9,0,0
WSM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.86,0.83,0.86,0.83,0,0
CHL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.71,0.71,0.44,0.47,0,0
GTM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.82,0.85,0.88,0.84,0,0
IDN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.89,0.88,0.86,0.88,0,0
MDV,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.81,0.87,0.79,0.84,0,0
AUT,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.75,0.72,0.69,0.72,0,0
CAF,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.59,0.59,0.68,0.7,0,0
ECU,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.76,0.73,0.75,0.75,0,0
HRV,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.76,,0.09,0.44,0,0
TUV,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.93,0.83,0.7,0.78,0,0
FSM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.88,0.93,,0.91,0,0
IMY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,0,0
LBN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.81,0.78,0.71,0.71,0,0
YEM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.87,0.89,0.88,0.9,0,0
DMA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,1,1,1,1,0,0
MMR,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.88,0.88,0.89,0.87,0,0
SLB,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.89,0.91,0.88,0.94,0,0
SWZ,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.72,0.72,0.72,0.75,0,0
TCD,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.54,0.68,0.69,0.74,0,0
PER,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.68,0.74,0.67,0.79,0,0
ASM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,1,,,,0,0
KSV,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,0,0
CIV,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.75,0.76,0.79,0.8,0,0
DOM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.8,0.83,0.82,0.83,0,0
BEN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.9,0.89,0.9,0.89,0,0
PLW,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.84,0.63,1,0.88,0,0
POL,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.67,0.62,0.6,0.59,0,0
MLI,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.77,0.69,0.93,0.74,0,0
GHA,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.84,0.85,0.84,0.85,0,0
DJI,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.8,0.82,0.31,0.75,0,0
URY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.84,0.84,0.78,0.79,0,0
MAR,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.88,0.81,0.89,0.89,0,0
COM,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.9,0.25,0.87,0.94,0,0
SMR,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,,,,,0,0
UZB,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.86,0.85,0.84,0.83,0,0
ZWE,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.76,0.8,0.81,0.8,0,0
PRY,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.7,0.71,0.7,0.68,0,0
TMP,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.28,0.91,0.89,0.84,0,0
ALB,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.89,0.92,0.92,0.88,0,0
PNG,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.5,0.69,0.68,0.67,0,0
BLR,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.78,0.71,0.85,0.87,0,0
CZE,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.73,0.7,0.75,0.69,0,0
MRT,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,0.7,0.7,0.68,0.71,0,0
